release_set_id,packet_id,locale,field,chars,estimated_px,max_line_px,max_word_px,bound_px,lines,max_lines,expansion_vs_en,issues,source
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,title,28,271.44,271.44,68.04,360.0,1,1,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,scanner,84,698.56,453.12,66.88,460.0,2,2,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,terminal,162,1263.9,508.5,88.8,520.0,3,2,1.0,TEXT_OVERFLOW_LINES,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,audio,84,772.2,624.24,80.64,620.0,2,2,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,in_game_wiki,169,1280.7,615.6,75.6,620.0,3,5,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,external_site,104,882.56,670.72,97.92,680.0,2,4,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,en_US,field_note,63,443.52,443.52,74.76,560.0,1,3,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,title,35,345.6,345.6,104.4,360.0,1,1,1.273,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,scanner,90,772.48,407.04,87.68,460.0,2,2,1.106,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,terminal,148,1208.1,516.6,90.9,520.0,3,2,0.956,TEXT_OVERFLOW_LINES,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,audio,78,751.68,584.28,93.96,620.0,2,2,0.973,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,in_game_wiki,146,1180.5,592.2,104.4,620.0,2,5,0.922,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,external_site,104,892.48,654.4,102.08,680.0,2,4,1.011,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ru_RU,field_note,60,452.2,452.2,89.32,560.0,1,3,1.02,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ja_JP,title,71,655.2,332.64,103.68,360.0,2,1,2.414,TEXT_OVERFLOW_LINES;TEXT_EXPANSION_GT_1_35;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ja_JP,scanner,127,1039.68,424.64,92.16,460.0,3,2,1.488,TEXT_OVERFLOW_LINES;TEXT_EXPANSION_GT_1_35;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
RS081_COLONY_ANCHOR_WORKER_DOSSIERS,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,ja_JP,terminal,205,1583.7,522.6,88.8,520.0,4,2,1.253,TEXT_OVERFLOW_LINES;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS081_COLONY_ANCHOR_WORKER_DOSSIERS.packets.json
